All,Alle
"There was recently a request to change the password for your account.","Det var nylig en forespørsel om å endre passordet for din konto."
"If you requested this change, set a new password here:","Hvis du forespurte denne endringen, angi et nytt passord her:"
"If you did not make this request, you can ignore this email and your password will remain the same.","Hvis du ikke har sendt denne forespørselen, kan du ignorere denne e-posten og passordet vil forbli det samme som før."
"Your %store_name password has been changed","Ditt %store_name passord er endret"
"We have received a request to change the following information associated with your account at %store_name: password.","Vi har mottatt en forespørsel om å endre følgende informasjon knyttet til kontoen din hos %store_name: passord."
"Checkout as a new customer","Sjekk ut som en ny kunde"
"Creating an account has many benefits:","Å oprette en konto har mange fordeler:"
"See order and shipping status","Se ordre og leveringsstatus"
"Track order history","Spore ordrehistorikk"
"Check out faster","Sjekk ut raskere"
"Checkout using your account","Sjekk ut ved hjelp av din konto"
"Are you sure you want to delete this address?","Er du sikker på at du vil slette denne adressen?"
Weak,Svak
Medium,Middels
Strong,Sterk
"Very Strong","Veldig sterk"
"All Customers","Alle kunder"
"Now Online","Pålogget nå"
"Customers Section",Kunde-delen
"Customer Configuration",Kundekonfigurasjon
"Account Sharing Options","Delingsalternativer for Konto"
"Share Customer Accounts","Dele kundekontoer"
"Create New Account Options","Opprette nye Konto alternativer"
"Enable Automatic Assignment to Customer Group","Aktiver automatisk tildeling til kundegruppe"
"Tax Calculation Based On","Skatteberegning basert på"
"Default Group","Standard gruppe"
"Group for Valid VAT ID - Domestic","Gruppe for gyldig MVA-ID - innenlands"
"Group for Valid VAT ID - Intra-Union","Gruppe for gyldig MVA-ID - intra Union"
"Group for Invalid VAT ID","Gruppe for ugyldig mva-ID"
"Validation Error Group","Gruppe for valideringsfeil"
"Validate on Each Transaction","Validere på hver transaksjon"
"Default Value for Disable Automatic Group Changes Based on VAT ID","Standardverdien for Deaktiver automatisk endringer basert på mva-ID"
"Show VAT Number on Storefront","Vis mva-nummer i butikk"
"Default Welcome Email","Standard velkomst e-post"
"Default Welcome Email Without Password","Standard velkomst epost uten passord"
"Require Emails Confirmation","Påkrev E-post bekreftelse"
"Confirmation Link Email","E-post for bekreftelseslenke"
"Welcome Email","Velkomst e-post"
"Generate Human-Friendly Customer ID","Generer menneskelig-vennlig kunde-ID"
"Password Options",Passordalternativ
"Forgot Email Template","Glemt e-postmal"
"Remind Email Template","Påminn e-postmal"
"Reset Password Template","Tilbakestill passord mal"
"Password Template Email Sender","Passord mal epost avsender"
"Number of Required Character Classes","Antall nødvendige character classes"
"Number of different character classes required in password: Lowercase, Uppercase, Digits, Special Characters.","Antall forskjellige karakterklasser påkrevd i passord: små bokstaver, store bokstaver, sifre, spesialtegn."
"Minimum Password Length","Minimum passordlengde"
"Maximum Login Failures to Lockout Account","Maksimum antall innloggingsfeil for å låse konto"
"Use 0 to disable account locking.","Bruk 0 for å deaktivere låsing av konto."
"Lockout Time (minutes)","Utlåsningstid (minutter)"
"Enable Autocomplete on login/forgot password forms","Aktiver autofullfør på logg inn/glemt passord skjemaer"
"Account Information Options","Kontoinformasjon alternativer"
"Change Email Template","Bytt e-postmal"
"Change Email and Password Template","Endre e-postadresse og passord mal"
"Name and Address Options","Navn og adresse alternativer"
"Number of Lines in a Street Address","Antall linjer i en gateadresse"
"Show Prefix","Vis prefiks"
"The title that goes before name (Mr., Mrs., etc.)","Tittelen som går før navnet (Mr., fru, etc.)"
"Prefix Dropdown Options","Prefix dropdown alternativer"
"Show Middle Name (initial)","Vis mellomnavn (første)"
"Always optional.","Alltid valgfritt."
"Show Suffix","Vis suffiks"
"The suffix that goes after name (Jr., Sr., etc.)","Suffikset som går etter navn (Jr., Sr., osv.)"
"Suffix Dropdown Options","Suffix dropwdown alternativer"
"Show Date of Birth","Vis fødselsdato"
"Show Tax/VAT Number","Vis mva-/ organisasjonsnummer"
"Show Gender","Vis kjønn"
"Show Telephone","Vis telefon"
"Show Company","Vis selskap"
"Show Fax","Vis faks"
"Login Options",Påloggingsvalg
"Redirect Customer to Account Dashboard after Logging in","Omdiriger kunder til dashbord etter innlogging"
"Customer will stay on the current page if ""No"" is selected.","Kunde vil bli på nåværende side hvis ""nei"" er valgt."
"Address Templates",Adressemal
"Online Customers Options","Online kunde alternativer"
"Online Minutes Interval","Online minutter interval"
"Leave empty for default (15 minutes).","La være tom for standard verdi (15 minutter)."
"Customer Notification",Kundevarsling
"Assign a Customer Group","Tildel en kundegruppe"
"Customer Grid","Kunde rutenett"
"Rebuild Customer grid index","Gjenoppbygg kunde rutenett indeks"
Group,Gruppe
"Add New Customer","Legg til ny kunde"
"Subscribe to Newsletter","Abonnerer på nyhetsbrev"
"Unsubscribe from Newsletter","Avslutte abonnementet til nyhetsbrev"
"Customer Since","Kunde siden"
"Confirmed email","Bekreftet e-post"
"Account Created in","Konto opprettet i"
"Tax VAT Number",Mva-nummer
"Billing Firstname","Fakturering fornavn"
"Billing Lastname","Fakturering etternavn"
"Account Lock","Konto låst"
"Last Activity","Siste aktivitet"
"Customer Information",Kundeinformasjon
"If your Magento installation has multiple websites, you can edit the scope to associate the customer with a specific site.","Hvis Magento installasjonen har flere nettsteder, kan du redigere omfanget for å knytte kunden til en bestemt butikk."
"Disable Automatic Group Change Based on VAT ID","Deaktiver automatisk Gruppeendring basert på mva-ID"
"Send Welcome Email From","Send velkomst e-post fra"
Addresses,Adresser
"Edit Account Information","Rediger kontoinformasjon"
"Password forgotten","Passord glemt"
"You are signed out","Du er avlogget"
"Delete Orphan Balances","Slette foreldreløse saldoer"
"Balance Change",Balanse-endring
Balance,Saldo
"Customer notified","Kunden varslet"
Notified,Varslet
"More information","Mer informasjon"
"Your balance is:","Balansen din er:"
"Customer Address Attributes","Kundens adresseattributter"
"Edit Customer Address Attribute ""%1""","Redigere kundens adresseattributt ""%1"""
"New Customer Address Attribute","Ny kunde adresseattributt"
"Lines Count","Antall linjer"
"Input Validation","Input Validering"
"Minimum Text Length","Minimum Tekst Lengde"
"Maximum Text Length","Maksimal Lengde Tekst"
"File Extensions","Fil utvidelser"
"Maximum Image Width (px)","Maksimal bildebredde (px)"
"Maximum Image Height (px)","Maksimal Bilde Høyde (px)"
"Show on Storefront","Vis i butikk"
"Visible to Customer","Synlig for kunder"
"New Form Type","Ny skjematype"
"Form Label",Skjemaetikett
"You cannot delete this attribute.","Du kan ikke slette dette attributtet."
"You cannot edit this attribute.","Du kan ikke redigere dette attributtet."
"Choose Website:","Velg nettsted:"
"This is your default shipping address.","Dette er din standard leveringsadresse."
"Please specify a finance information website.","Angi et nettsted for finansinformasjon."
"Please specify a valid finance information website.","Angi et gyldig finansinformasjonsnettsted."
"A row with this email, website, and finance website combination already exists.","En rad med samme kombinasjon av denne e-posten, nettstedet og finansnettstedet finnes allerede."
"Data was imported by %1","Dataene ble importert av %1"
"Reward Points",Bonuspoeng
"Please specify a website.","Vennligst angi et nettsted."
"We found an invalid value in a website column.","Vi fant en ugyldig verdi i en nettstedskolonne."
"Please enter a valid email.","Vennligst skriv inn en gyldig e-post-adresse."
"Please make sure attribute ""%s"" is not empty.","Kontroller at attributten ""%s"" ikke er tom."
"Customer address id column is not specified","Kundens adressekolonne-id er ikke angitt"
"Please enter a valid region.","Angi et gyldig område."
"Please enter a password with a valid length.","Skriv inn et passord med en gyldig lengde."
Segments,Segmenter
"Add Segment","Legg til segment"
"Refresh Segment Data","Oppdatere Segmentdata"
"Edit Segment '%1'","Redigere segmentet '%1'"
"New Segment","Nytt Segment"
"Segment Information",Segmentinformasjon
"* applicable to visitors and registered customers","* gjelder for besøkende og registrerte kunder"
"Segment Name",Segmentnavn
"Apply To","Søk på"
"Visitors and Registered Customers","Besøkende og registrerte kunder"
Visitors,Besøkende
Reports,Rapporter
contains,inneholder
"does not contains","inneholder ikke"
Billing,Fakturering
has,har
"does not have","har ikke"
"Newsletter Subscription",Nyhetsbrev-abonnement
"Open Chooser","Åpne Velger"
"Order Status",Bestillingsstatus
"Order Status %1 %2:","Ordrestatus %1 %2:"
"Product %1","Produkt %1"
viewed,sett
ordered,bestilt
"was not","var ikke"
"Wish List",Ønskeliste
"Sales Amount",Salgsbeløp
"is one of","er en av"
"is not one of","er ikke en av"
"Shopping Cart Total","Handlekurv total"
"Grand Total",Totalsum
"Gift Card",Gavekort
"equals or greater than","lik eller større enn"
"equals or less than","er lik eller mindre enn"
"greater than","større enn"
"less than","mindre enn"
"AVS result code","AVS resultatkode"
"CVN result code","CVN resultatkode"
"Card number",Kortnummer
"Card expiry date","Kort utløpsdato"
Decision,Avgjørelse
"Risk Score",Risiko-score
"Risk Factor",Risikofaktor
"Reference number",Referansenummer
"Geolocation inconsistencies. The customer’s email domain, phone number, billing address, shipping address, or IP address is suspicious","Geolocation ikke riktig. Kundens e-domene, telefonnummer, adresse, leveringsadresse eller IP-adresse er mistenkelig"
"Risky order. The transaction, customer, and merchant information show multiple high-risk correlations","Risiko bestilling. Transaksjonen, kunde og selgerinformasjon viser flere høyrisikoatferd sammenhenger"
"Unverifiable address. The billing or shipping address cannot be verified","Ugyldig adresse. Faktura- eller leveringsadressen kan ikke bekreftes"
"Marked as suspect. The billing or shipping address is similar to an address previously marked as suspect","Merket som mistenkelig. Fakturerings- og leveringsadressen ligner på en adresse tidligere merket som mistenkelig"
"Gift Order. The street address, city, state, or country of the billing and shipping addresses do not correlate","Gavebestilling. Gateadressen, sted, fylke eller hjemland til fakturerings- og leveringsadressen samsvarer ikke"
"Profile ID",Profil-ID
"Secret Key","Hemmelig nøkkel"
"Webhook URL",Webhook-URL
"%1 does not implement %2","%1 implementerer ikke %2"
"Format for IDE '%1' is not supported","Formatet for IDE ""%1"" støttes ikke"
"Client side compilation doesn't work in production mode","Klientside kompilering fungerer ikke i produksjonsmodus"
"Client side less compilation","Klientside LESS-kompilering"
"Server side less compilation","Serverside LESS kompilering"
"Workflow type","Type arbeidsflyt"
"Leave empty for access from any location.","La stå tomt for tilgang fra hvor som helst."
"Select this to allow DHL to optimize shipping charges by splitting the order if it exceeds %1 %2.","Velg dette for å tillate DHL å optimalisere forsendelseskostnader ved å dele opp ordren hvis den overstiger %1 %2."
"Wrong Content Type","Feil innholdstype"
Pounds,Pund
Kilograms,Kilo
Inches,Tommer
Centimeters,Centimeter
inch,tomme
Height,Høyde
Depth,Dybde
Width,Bredde
Regular,Vanlig
"Freight worldwide","Frakt over hele verden"
"Zero shipping charge for '%1'","Null forsendelseskostnader for '%1'"
"Please specify origin country.","Angi opprinnelsesland."
